ReconDate,BizID,Amount,PremiumID,AllocatedAmount,PaymentIDs_Used,Status,Shortfall
2026-01-31,20038101,1200.0,PREM_00312,0.0,,Unpaid,1200.0
2026-01-31,20038171,1200.0,PREM_00313,0.0,,Unpaid,1200.0
2026-01-31,20038229,1200.0,PREM_00314,1200.0,PAY_00080,Fully Paid,0.0
2026-01-31,20038630,1200.0,PREM_00315,1200.0,PAY_00151,Fully Paid,0.0
2026-01-31,20038777,1200.0,PREM_00316,0.0,,Unpaid,1200.0
2026-01-31,20039119,1200.0,PREM_00317,1200.0,PAY_00152,Fully Paid,0.0
2026-01-31,20039293,1200.0,PREM_00318,1200.0,PAY_00081,Fully Paid,0.0
2026-01-31,20026595,1199.02,PREM_00319,1199.02,PAY_00175,Fully Paid,0.0
2026-01-31,20039230,1092.53,PREM_00320,1092.53,PAY_00103,Fully Paid,0.0
2026-01-31,13573,1002.0,PREM_00321,1002.0,PAY_00054,Fully Paid,0.0
2026-01-31,7547,956.25,PREM_00322,0.0,,Unpaid,956.25
2026-01-31,20028394,868.08,PREM_00323,868.08,PAY_00053,Fully Paid,0.0
2026-01-31,7720,857.0,PREM_00324,857.0,PAY_00102,Fully Paid,0.0
2026-01-31,20018702,771.0,PREM_00325,771.0,PAY_00101,Fully Paid,0.0
2026-01-31,20019479,715.0,PREM_00326,715.0,PAY_00100,Fully Paid,0.0
2026-01-31,22577,710.0,PREM_00327,710.0,PAY_00294,Fully Paid,0.0
2026-01-31,20037160,709.0,PREM_00328,0.0,,Unpaid,709.0
2026-01-31,20023510,702.75,PREM_00329,702.75,PAY_00174,Fully Paid,0.0
2026-01-31,24234,610.8,PREM_00330,610.8,PAY_00173,Fully Paid,0.0
2026-01-31,19239,600.0,PREM_00331,0.0,,Unpaid,600.0
2026-01-31,22862,600.0,PREM_00332,600.0,PAY_00226,Fully Paid,0.0
2026-01-31,20016043,600.0,PREM_00333,0.0,,Unpaid,600.0
2026-01-31,20016666,600.0,PREM_00334,600.0,PAY_00099,Fully Paid,0.0
2026-01-31,20013918,586.5,PREM_00335,586.5,PAY_00052,Fully Paid,0.0
2026-01-31,20036137,420.9,PREM_00336,420.9,PAY_00172,Fully Paid,0.0
2026-01-31,10528,322.5,PREM_00337,322.5,PAY_00051,Fully Paid,0.0
2026-01-31,20018770,314.5,PREM_00338,314.5,PAY_00050,Fully Paid,0.0
2026-01-31,20032888,30.0,PREM_00339,30.0,PAY_00097,Fully Paid,0.0
2026-01-31,20016534,23.5,PREM_00340,23.5,PAY_00096,Fully Paid,0.0
2026-01-31,20027510,22.58,PREM_00341,22.58,PAY_00170,Fully Paid,0.0
2026-01-31,3264,10.0,PREM_00342,10.0,PAY_00249,Fully Paid,0.0
